,relpath,name,format,category,width,height,mode,channels
6546,./data/raw-img/cavallo/OIP-cPaIiDQurB9_GTgCn2rFKgHaGL.jpeg,OIP-cPaIiDQurB9_GTgCn2rFKgHaGL.jpeg,jpeg,horse,300,251,RGB,3
6547,./data/raw-img/cavallo/OIP-cQ0cOBSmwAvWhTZ2cAlqPAHaEL.jpeg,OIP-cQ0cOBSmwAvWhTZ2cAlqPAHaEL.jpeg,jpeg,horse,300,169,RGB,3
6548,./data/raw-img/cavallo/OIP-cRe5foT2kPFphZ4ig29PlAHaE3.jpeg,OIP-cRe5foT2kPFphZ4ig29PlAHaE3.jpeg,jpeg,horse,300,197,RGB,3
6549,./data/raw-img/cavallo/OIP-cTucz_88QCMahQW2h9mSjwHaEJ.jpeg,OIP-cTucz_88QCMahQW2h9mSjwHaEJ.jpeg,jpeg,horse,300,168,RGB,3
6550,./data/raw-img/cavallo/OIP-cUHdmo2Qd9QE87o4dgeBWQHaFj.jpeg,OIP-cUHdmo2Qd9QE87o4dgeBWQHaFj.jpeg,jpeg,horse,300,225,RGB,3
6551,./data/raw-img/cavallo/OIP-cV0DI1pP3slunDWfclibrgHaFm.jpeg,OIP-cV0DI1pP3slunDWfclibrgHaFm.jpeg,jpeg,horse,300,227,RGB,3
6552,./data/raw-img/cavallo/OIP-cWw8igBXZ7vydROulUPg8QHaFk.jpeg,OIP-cWw8igBXZ7vydROulUPg8QHaFk.jpeg,jpeg,horse,300,226,RGB,3
6553,./data/raw-img/cavallo/OIP-cZZnwPj2SlYHwhXOgYB76wHaD4.jpeg,OIP-cZZnwPj2SlYHwhXOgYB76wHaD4.jpeg,jpeg,horse,300,157,RGB,3
6554,./data/raw-img/cavallo/OIP-cciXRs_-jbXgGk42tfrGnAHaF1.jpeg,OIP-cciXRs_-jbXgGk42tfrGnAHaF1.jpeg,jpeg,horse,300,237,RGB,3
6555,./data/raw-img/cavallo/OIP-cg2NHI1oovmuW_A9uFW0TQHaGQ.jpeg,OIP-cg2NHI1oovmuW_A9uFW0TQHaGQ.jpeg,jpeg,horse,300,254,RGB,3
6556,./data/raw-img/cavallo/OIP-chIqQ3KZFhBicHVi2L32NwHaEK.jpeg,OIP-chIqQ3KZFhBicHVi2L32NwHaEK.jpeg,jpeg,horse,300,169,RGB,3
6557,./data/raw-img/cavallo/OIP-chUdm7tSI2KI2WYDU70A5gHaFj.jpeg,OIP-chUdm7tSI2KI2WYDU70A5gHaFj.jpeg,jpeg,horse,300,225,RGB,3
6558,./data/raw-img/cavallo/OIP-cjW4NSw_ynPLYfux1jjvVAHaEu.jpeg,OIP-cjW4NSw_ynPLYfux1jjvVAHaEu.jpeg,jpeg,horse,300,192,RGB,3
6559,./data/raw-img/cavallo/OIP-cmvcueJnirVBS6SO60WhMAHaFj.jpeg,OIP-cmvcueJnirVBS6SO60WhMAHaFj.jpeg,jpeg,horse,300,225,RGB,3
6560,./data/raw-img/cavallo/OIP-cnD0u71qMATGJ8xHQx9MuAHaF7.jpeg,OIP-cnD0u71qMATGJ8xHQx9MuAHaF7.jpeg,jpeg,horse,300,240,RGB,3
6561,./data/raw-img/cavallo/OIP-cpxeXF11qqX2kHwgyklPDAAAAA.jpeg,OIP-cpxeXF11qqX2kHwgyklPDAAAAA.jpeg,jpeg,horse,300,264,RGB,3
6562,./data/raw-img/cavallo/OIP-cqIuXNp2b8uTF6BCLJj3wgHaIi.jpeg,OIP-cqIuXNp2b8uTF6BCLJj3wgHaIi.jpeg,jpeg,horse,261,300,RGB,3
6563,./data/raw-img/cavallo/OIP-cqznqxjZWPexvx2ZcDj-1gHaGU.jpeg,OIP-cqznqxjZWPexvx2ZcDj-1gHaGU.jpeg,jpeg,horse,300,256,RGB,3
6564,./data/raw-img/cavallo/OIP-crnZt8pTnAyJ1tppPZTwNgHaFW.jpeg,OIP-crnZt8pTnAyJ1tppPZTwNgHaFW.jpeg,jpeg,horse,300,217,RGB,3
6565,./data/raw-img/cavallo/OIP-cvVjZQ7Z-ywEaeVTC8VkBwHaFC.jpeg,OIP-cvVjZQ7Z-ywEaeVTC8VkBwHaFC.jpeg,jpeg,horse,300,204,RGB,3
6566,./data/raw-img/cavallo/OIP-czVX-_7JLkwc02gqLVdAkwHaEz.jpeg,OIP-czVX-_7JLkwc02gqLVdAkwHaEz.jpeg,jpeg,horse,300,195,RGB,3
6567,./data/raw-img/cavallo/OIP-d0Hn1SEmhWySCWpVqbA_RAHaHM.jpeg,OIP-d0Hn1SEmhWySCWpVqbA_RAHaHM.jpeg,jpeg,horse,300,292,RGB,3
6568,./data/raw-img/cavallo/OIP-d7H6ZEhEAj9qFpR1pE-g4gHaF7.jpeg,OIP-d7H6ZEhEAj9qFpR1pE-g4gHaF7.jpeg,jpeg,horse,300,240,RGB,3
6569,./data/raw-img/cavallo/OIP-d9-20UlLLtQDAMODxTY6TQHaGW.jpeg,OIP-d9-20UlLLtQDAMODxTY6TQHaGW.jpeg,jpeg,horse,300,257,RGB,3
6570,./data/raw-img/cavallo/OIP-dAqwiSltr_B5ugNk9ETKhQHaFT.jpeg,OIP-dAqwiSltr_B5ugNk9ETKhQHaFT.jpeg,jpeg,horse,300,215,RGB,3
6571,./data/raw-img/cavallo/OIP-dDWrKC-bNXFrUS5X5di8yAHaEK.jpeg,OIP-dDWrKC-bNXFrUS5X5di8yAHaEK.jpeg,jpeg,horse,300,169,RGB,3
6572,./data/raw-img/cavallo/OIP-dEfP5s6T0IbgG_2biwuqWQAAAA.jpeg,OIP-dEfP5s6T0IbgG_2biwuqWQAAAA.jpeg,jpeg,horse,169,300,RGB,3
6573,./data/raw-img/cavallo/OIP-dFdCdAQP9_e5MOmku07yFwHaGk.jpeg,OIP-dFdCdAQP9_e5MOmku07yFwHaGk.jpeg,jpeg,horse,300,266,RGB,3
6574,./data/raw-img/cavallo/OIP-dHHSRau74PoOGIXA5DkCcgHaEK.jpeg,OIP-dHHSRau74PoOGIXA5DkCcgHaEK.jpeg,jpeg,horse,300,169,RGB,3
6575,./data/raw-img/cavallo/OIP-dHX9ccUxQBVtbnuHtAp3AwAAAA.jpeg,OIP-dHX9ccUxQBVtbnuHtAp3AwAAAA.jpeg,jpeg,horse,300,204,RGB,3
6576,./data/raw-img/cavallo/OIP-dHuBemyQBjdTSToV092QQQHaHP.jpeg,OIP-dHuBemyQBjdTSToV092QQQHaHP.jpeg,jpeg,horse,300,294,RGB,3
6577,./data/raw-img/cavallo/OIP-dIbo8PZEQ_-tia4Nrn-o2gHaEo.jpeg,OIP-dIbo8PZEQ_-tia4Nrn-o2gHaEo.jpeg,jpeg,horse,300,188,RGB,3
6578,./data/raw-img/cavallo/OIP-dMWj8mbw7LvAKTOzySKYGwAAAA.jpeg,OIP-dMWj8mbw7LvAKTOzySKYGwAAAA.jpeg,jpeg,horse,300,174,RGB,3
6579,./data/raw-img/cavallo/OIP-dNxYCBzHlD_5vtCGESEEyAHaFj.jpeg,OIP-dNxYCBzHlD_5vtCGESEEyAHaFj.jpeg,jpeg,horse,300,225,RGB,3
6580,./data/raw-img/cavallo/OIP-dPz_3AbDDAn4h5szRJ41kwHaFj.jpeg,OIP-dPz_3AbDDAn4h5szRJ41kwHaFj.jpeg,jpeg,horse,300,225,RGB,3
6581,./data/raw-img/cavallo/OIP-dPzbvEGXyeqJgb1mGa3sYgHaGO.jpeg,OIP-dPzbvEGXyeqJgb1mGa3sYgHaGO.jpeg,jpeg,horse,300,252,RGB,3
6582,./data/raw-img/cavallo/OIP-dUUmM7yVE3vhAxInRvhlaQHaFj.jpeg,OIP-dUUmM7yVE3vhAxInRvhlaQHaFj.jpeg,jpeg,horse,300,225,RGB,3
6583,./data/raw-img/cavallo/OIP-dVOlx9d96XGjDyse5Nt5PQHaE8.jpeg,OIP-dVOlx9d96XGjDyse5Nt5PQHaE8.jpeg,jpeg,horse,300,200,RGB,3
6584,./data/raw-img/cavallo/OIP-dVpmt7YQPS_Oy55_VMZ-bgAAAA.jpeg,OIP-dVpmt7YQPS_Oy55_VMZ-bgAAAA.jpeg,jpeg,horse,300,252,RGB,3
6585,./data/raw-img/cavallo/OIP-dYa06xISiRFqmEXEJ7_M_gHaFw.jpeg,OIP-dYa06xISiRFqmEXEJ7_M_gHaFw.jpeg,jpeg,horse,300,233,RGB,3
6586,./data/raw-img/cavallo/OIP-d_rLrljMntgqNjQQYpqvpwAAAA.jpeg,OIP-d_rLrljMntgqNjQQYpqvpwAAAA.jpeg,jpeg,horse,300,200,RGB,3
6587,./data/raw-img/cavallo/OIP-dbDYRG7G_myMCOfiTtJJigAAAA.jpeg,OIP-dbDYRG7G_myMCOfiTtJJigAAAA.jpeg,jpeg,horse,300,240,RGB,3
6588,./data/raw-img/cavallo/OIP-deSv3OfL0fmVyQm8pIRrlQHaFM.jpeg,OIP-deSv3OfL0fmVyQm8pIRrlQHaFM.jpeg,jpeg,horse,300,211,RGB,3
6589,./data/raw-img/cavallo/OIP-dgCjs8kzbUBgoM0Ixc5-jAHaFj.jpeg,OIP-dgCjs8kzbUBgoM0Ixc5-jAHaFj.jpeg,jpeg,horse,300,225,RGB,3
6590,./data/raw-img/cavallo/OIP-diVY8zXCk8O91syGcD2XZQHaGZ.jpeg,OIP-diVY8zXCk8O91syGcD2XZQHaGZ.jpeg,jpeg,horse,300,259,RGB,3
6591,./data/raw-img/cavallo/OIP-dignxpVhfOlIqyeQNqQVWQAAAA.jpeg,OIP-dignxpVhfOlIqyeQNqQVWQAAAA.jpeg,jpeg,horse,169,300,RGB,3
6592,./data/raw-img/cavallo/OIP-djCoNZIvfxhlGndMOU8jVAHaFp.jpeg,OIP-djCoNZIvfxhlGndMOU8jVAHaFp.jpeg,jpeg,horse,300,229,RGB,3
6593,./data/raw-img/cavallo/OIP-dkANsEPIFCNc3z347Yt76QHaE6.jpeg,OIP-dkANsEPIFCNc3z347Yt76QHaE6.jpeg,jpeg,horse,300,199,RGB,3
6594,./data/raw-img/cavallo/OIP-dkyFEIbitI-550kCQxQwJgHaEK.jpeg,OIP-dkyFEIbitI-550kCQxQwJgHaEK.jpeg,jpeg,horse,300,169,RGB,3
6595,./data/raw-img/cavallo/OIP-dlzbMVFWNtlMN2slx2hiDAHaE-.jpeg,OIP-dlzbMVFWNtlMN2slx2hiDAHaE-.jpeg,jpeg,horse,300,202,RGB,3
6596,./data/raw-img/cavallo/OIP-dpQvTH-hDoNtzK6WRK6MBAHaFj.jpeg,OIP-dpQvTH-hDoNtzK6WRK6MBAHaFj.jpeg,jpeg,horse,300,225,RGB,3
6597,./data/raw-img/cavallo/OIP-dpTWtfeaqXAy48Pm0C90mQHaFy.jpeg,OIP-dpTWtfeaqXAy48Pm0C90mQHaFy.jpeg,jpeg,horse,300,235,RGB,3
6598,./data/raw-img/cavallo/OIP-drgNPPxIiRiDLnJx0jcmNAHaFO.jpeg,OIP-drgNPPxIiRiDLnJx0jcmNAHaFO.jpeg,jpeg,horse,300,212,RGB,3
6599,./data/raw-img/cavallo/OIP-dtwX8algVLDw9A3QBVVXVgHaKG.jpeg,OIP-dtwX8algVLDw9A3QBVVXVgHaKG.jpeg,jpeg,horse,221,300,RGB,3
6600,./data/raw-img/cavallo/OIP-dvDcCMCb21x5M3XvseI_7AHaJu.jpeg,OIP-dvDcCMCb21x5M3XvseI_7AHaJu.jpeg,jpeg,horse,229,300,RGB,3
6601,./data/raw-img/cavallo/OIP-dx16z6dE56O_qBCV3oHZ7AHaFj.jpeg,OIP-dx16z6dE56O_qBCV3oHZ7AHaFj.jpeg,jpeg,horse,300,225,RGB,3
6602,./data/raw-img/cavallo/OIP-e0dp-sqGSj36vS1be8GONgHaEo.jpeg,OIP-e0dp-sqGSj36vS1be8GONgHaEo.jpeg,jpeg,horse,300,188,RGB,3
6603,./data/raw-img/cavallo/OIP-e2udWmDdrEDb12SeW1Pw3AHaKs.jpeg,OIP-e2udWmDdrEDb12SeW1Pw3AHaKs.jpeg,jpeg,horse,208,300,RGB,3
6604,./data/raw-img/cavallo/OIP-e4Vn1mr4VUGT_I5tBhxOuwHaD5.jpeg,OIP-e4Vn1mr4VUGT_I5tBhxOuwHaD5.jpeg,jpeg,horse,300,158,RGB,3
6605,./data/raw-img/cavallo/OIP-e4yyo7wlwYsnWGGiVsNLygAAAA.jpeg,OIP-e4yyo7wlwYsnWGGiVsNLygAAAA.jpeg,jpeg,horse,300,240,RGB,3
6606,./data/raw-img/cavallo/OIP-e64tYj_5mCJKH3E6VqhPCAAAAA.jpeg,OIP-e64tYj_5mCJKH3E6VqhPCAAAAA.jpeg,jpeg,horse,300,190,RGB,3
6607,./data/raw-img/cavallo/OIP-e6C6Kb5WfYGYFu1btXIlgwHaFO.jpeg,OIP-e6C6Kb5WfYGYFu1btXIlgwHaFO.jpeg,jpeg,horse,300,212,RGB,3
6608,./data/raw-img/cavallo/OIP-e6NBwCB0NTAsZIBGK8m4fAHaE8.jpeg,OIP-e6NBwCB0NTAsZIBGK8m4fAHaE8.jpeg,jpeg,horse,300,200,RGB,3
6609,./data/raw-img/cavallo/OIP-e6xJYleoVgwSlPwxRjxkkAHaHP.jpeg,OIP-e6xJYleoVgwSlPwxRjxkkAHaHP.jpeg,jpeg,horse,300,294,RGB,3
6610,./data/raw-img/cavallo/OIP-eA3yZjBtO6EqhG5XPLiVlgHaGG.jpeg,OIP-eA3yZjBtO6EqhG5XPLiVlgHaGG.jpeg,jpeg,horse,300,247,RGB,3
6611,./data/raw-img/cavallo/OIP-eB8-ISup8YKcYRhSKCYIvgHaFj.jpeg,OIP-eB8-ISup8YKcYRhSKCYIvgHaFj.jpeg,jpeg,horse,300,225,RGB,3
6612,./data/raw-img/cavallo/OIP-eBz0b2spdTJqzgBwxOA33gHaKy.jpeg,OIP-eBz0b2spdTJqzgBwxOA33gHaKy.jpeg,jpeg,horse,207,300,RGB,3
6613,./data/raw-img/cavallo/OIP-eLWZPf7tvbOF4s4kd48aBwHaFR.jpeg,OIP-eLWZPf7tvbOF4s4kd48aBwHaFR.jpeg,jpeg,horse,300,214,RGB,3
6614,./data/raw-img/cavallo/OIP-eLv4fZhi9uN4MfW5RvOy8QHaE8.jpeg,OIP-eLv4fZhi9uN4MfW5RvOy8QHaE8.jpeg,jpeg,horse,300,200,RGB,3
6615,./data/raw-img/cavallo/OIP-eOjqzc9i7cGaBNEfr0xxiAHaFx.jpeg,OIP-eOjqzc9i7cGaBNEfr0xxiAHaFx.jpeg,jpeg,horse,300,234,RGB,3
6616,./data/raw-img/cavallo/OIP-eQ8b4Nf8ooR0kcrx6ZY4VAHaEo.jpeg,OIP-eQ8b4Nf8ooR0kcrx6ZY4VAHaEo.jpeg,jpeg,horse,300,188,RGB,3
6617,./data/raw-img/cavallo/OIP-eQxbzdSim2G8Keb1LhtKGwHaE8.jpeg,OIP-eQxbzdSim2G8Keb1LhtKGwHaE8.jpeg,jpeg,horse,300,200,RGB,3
6618,./data/raw-img/cavallo/OIP-eSKzS9aGlEIV7ybmvOsgjgHaJ7.jpeg,OIP-eSKzS9aGlEIV7ybmvOsgjgHaJ7.jpeg,jpeg,horse,224,300,RGB,3
6619,./data/raw-img/cavallo/OIP-eSTUiuLWvHCGHWG3MnZO-gHaH2.jpeg,OIP-eSTUiuLWvHCGHWG3MnZO-gHaH2.jpeg,jpeg,horse,284,300,RGB,3
6620,./data/raw-img/cavallo/OIP-eTngHsTMbdTvwrlXWMpanQHaE8.jpeg,OIP-eTngHsTMbdTvwrlXWMpanQHaE8.jpeg,jpeg,horse,300,200,RGB,3
6621,./data/raw-img/cavallo/OIP-eVuLPEQybqy2K6Hq-mgZYQAAAA.jpeg,OIP-eVuLPEQybqy2K6Hq-mgZYQAAAA.jpeg,jpeg,horse,288,207,RGB,3
6622,./data/raw-img/cavallo/OIP-edyEf4afg9-6JFn6AGKiiwHaE8.jpeg,OIP-edyEf4afg9-6JFn6AGKiiwHaE8.jpeg,jpeg,horse,300,200,RGB,3
6623,./data/raw-img/cavallo/OIP-ef56drPgxe4QoTXnP6xtJgHaFj.jpeg,OIP-ef56drPgxe4QoTXnP6xtJgHaFj.jpeg,jpeg,horse,300,225,RGB,3
6624,./data/raw-img/cavallo/OIP-ei621VcvrDTqZgS8ofAdeQHaEo.jpeg,OIP-ei621VcvrDTqZgS8ofAdeQHaEo.jpeg,jpeg,horse,300,188,RGB,3
6625,./data/raw-img/cavallo/OIP-eidOfdejd15R-QMAyYP78QHaEM.jpeg,OIP-eidOfdejd15R-QMAyYP78QHaEM.jpeg,jpeg,horse,300,170,RGB,3
6626,./data/raw-img/cavallo/OIP-ekJA5TbhQZTMyM22fcbqfQHaFj.jpeg,OIP-ekJA5TbhQZTMyM22fcbqfQHaFj.jpeg,jpeg,horse,300,225,RGB,3
6627,./data/raw-img/cavallo/OIP-ekzuqasm0jrYeVbNhoODggHaFS.jpeg,OIP-ekzuqasm0jrYeVbNhoODggHaFS.jpeg,jpeg,horse,300,214,RGB,3
6628,./data/raw-img/cavallo/OIP-enVMGijYRE6GgnuPWiWnYAHaE8.jpeg,OIP-enVMGijYRE6GgnuPWiWnYAHaE8.jpeg,jpeg,horse,300,200,RGB,3
6629,./data/raw-img/cavallo/OIP-epMGp847khN-7kFeQ9nOLwHaEo.jpeg,OIP-epMGp847khN-7kFeQ9nOLwHaEo.jpeg,jpeg,horse,300,188,RGB,3
6630,./data/raw-img/cavallo/OIP-erBbP1lrNmCvirLDj0kVfAHaFS.jpeg,OIP-erBbP1lrNmCvirLDj0kVfAHaFS.jpeg,jpeg,horse,300,214,RGB,3
6631,./data/raw-img/cavallo/OIP-erWf6SZKGx28hjRWezjB-gHaE8.jpeg,OIP-erWf6SZKGx28hjRWezjB-gHaE8.jpeg,jpeg,horse,300,200,RGB,3
6632,./data/raw-img/cavallo/OIP-esFzoa8GUVqLMt63sv4ESQHaE6.jpeg,OIP-esFzoa8GUVqLMt63sv4ESQHaE6.jpeg,jpeg,horse,300,199,RGB,3
6633,./data/raw-img/cavallo/OIP-ewsYi5k_TKTwgcYw_439wgHaFC.jpeg,OIP-ewsYi5k_TKTwgcYw_439wgHaFC.jpeg,jpeg,horse,300,204,RGB,3
6634,./data/raw-img/cavallo/OIP-eyVbvgi5aCWV3gjZAp7oJAHaLH.jpeg,OIP-eyVbvgi5aCWV3gjZAp7oJAHaLH.jpeg,jpeg,horse,200,300,RGB,3
6635,./data/raw-img/cavallo/OIP-ez8Dtj5fqdn7Nf3Bx9K23AHaFj.jpeg,OIP-ez8Dtj5fqdn7Nf3Bx9K23AHaFj.jpeg,jpeg,horse,300,225,RGB,3
6636,./data/raw-img/cavallo/OIP-f-q91gD90MDHtWGn6fMdAwHaE8.jpeg,OIP-f-q91gD90MDHtWGn6fMdAwHaE8.jpeg,jpeg,horse,300,200,RGB,3
6637,./data/raw-img/cavallo/OIP-f1_4DUH2k-sgqsQSf2nGZAHaGQ.jpeg,OIP-f1_4DUH2k-sgqsQSf2nGZAHaGQ.jpeg,jpeg,horse,300,254,RGB,3
6638,./data/raw-img/cavallo/OIP-f56LbzCASZae2qjcr_G4QgHaGj.jpeg,OIP-f56LbzCASZae2qjcr_G4QgHaGj.jpeg,jpeg,horse,300,266,RGB,3
6639,./data/raw-img/cavallo/OIP-f5B6IUSm5c-SxWWDexNgUgEsEH.jpeg,OIP-f5B6IUSm5c-SxWWDexNgUgEsEH.jpeg,jpeg,horse,300,264,RGB,3
6640,./data/raw-img/cavallo/OIP-f74mbKchPTuR2tS3BMHHUAHaE7.jpeg,OIP-f74mbKchPTuR2tS3BMHHUAHaE7.jpeg,jpeg,horse,300,200,RGB,3
6641,./data/raw-img/cavallo/OIP-f7SLzDLhEpGOVhmbieDhBAHaLH.jpeg,OIP-f7SLzDLhEpGOVhmbieDhBAHaLH.jpeg,jpeg,horse,200,300,RGB,3
6642,./data/raw-img/cavallo/OIP-fB0F2y5LYpjCEj9gDFdC1QHaFk.jpeg,OIP-fB0F2y5LYpjCEj9gDFdC1QHaFk.jpeg,jpeg,horse,300,226,RGB,3
6643,./data/raw-img/cavallo/OIP-fBlwMsI8wSzzEMoPCy1CEgHaK2.jpeg,OIP-fBlwMsI8wSzzEMoPCy1CEgHaK2.jpeg,jpeg,horse,205,300,RGB,3
6644,./data/raw-img/cavallo/OIP-fCCvfOanFY9ExLsk2wLdygHaFj.jpeg,OIP-fCCvfOanFY9ExLsk2wLdygHaFj.jpeg,jpeg,horse,300,225,RGB,3
6645,./data/raw-img/cavallo/OIP-fCgbNF2-Z9nHEvzqN6ylAwHaE8.jpeg,OIP-fCgbNF2-Z9nHEvzqN6ylAwHaE8.jpeg,jpeg,horse,300,200,RGB,3
6646,./data/raw-img/cavallo/OIP-fCpsmqLGnHOpnUK5ed8nzwHaEl.jpeg,OIP-fCpsmqLGnHOpnUK5ed8nzwHaEl.jpeg,jpeg,horse,300,186,RGB,3
6647,./data/raw-img/cavallo/OIP-fDE_DxL7pUTa-zHT4MLrrgHaG7.jpeg,OIP-fDE_DxL7pUTa-zHT4MLrrgHaG7.jpeg,jpeg,horse,300,281,RGB,3
6648,./data/raw-img/cavallo/OIP-fE5mPJW1YN070sMiFS1L6gHaE5.jpeg,OIP-fE5mPJW1YN070sMiFS1L6gHaE5.jpeg,jpeg,horse,300,199,RGB,3
6649,./data/raw-img/cavallo/OIP-fEUmW_j6FMVbaaYS00rVcgHaGF.jpeg,OIP-fEUmW_j6FMVbaaYS00rVcgHaGF.jpeg,jpeg,horse,300,247,RGB,3
6650,./data/raw-img/cavallo/OIP-fF8SsTrRw-tjv2XGZfktCAHaFj.jpeg,OIP-fF8SsTrRw-tjv2XGZfktCAHaFj.jpeg,jpeg,horse,300,225,RGB,3
6651,./data/raw-img/cavallo/OIP-fFA_KLWTX2zUeuRtHR4twQHaE8.jpeg,OIP-fFA_KLWTX2zUeuRtHR4twQHaE8.jpeg,jpeg,horse,300,200,RGB,3
6652,./data/raw-img/cavallo/OIP-fFZqX23CiYsGkg2QSGurzgHaGW.jpeg,OIP-fFZqX23CiYsGkg2QSGurzgHaGW.jpeg,jpeg,horse,300,257,RGB,3
6653,./data/raw-img/cavallo/OIP-fH3I8t4W81DONyuT1as6-gHaF9.jpeg,OIP-fH3I8t4W81DONyuT1as6-gHaF9.jpeg,jpeg,horse,300,242,RGB,3
6654,./data/raw-img/cavallo/OIP-fHBLpKbYPBy6vhivHe3YtgHaFj.jpeg,OIP-fHBLpKbYPBy6vhivHe3YtgHaFj.jpeg,jpeg,horse,300,225,RGB,3
6655,./data/raw-img/cavallo/OIP-fIDyd9SGDyO7-gbm1PlAPAHaFj.jpeg,OIP-fIDyd9SGDyO7-gbm1PlAPAHaFj.jpeg,jpeg,horse,300,225,RGB,3
6656,./data/raw-img/cavallo/OIP-fILMSp_hYCcvrY0ieLRzigHaF9.jpeg,OIP-fILMSp_hYCcvrY0ieLRzigHaF9.jpeg,jpeg,horse,300,242,RGB,3
6657,./data/raw-img/cavallo/OIP-fLVB8NT9aZppoJiibuSqRwHaLH.jpeg,OIP-fLVB8NT9aZppoJiibuSqRwHaLH.jpeg,jpeg,horse,200,300,RGB,3
6658,./data/raw-img/cavallo/OIP-fLsVltgOpm2n-5tIQNJi9QHaFI.jpeg,OIP-fLsVltgOpm2n-5tIQNJi9QHaFI.jpeg,jpeg,horse,300,208,RGB,3
6659,./data/raw-img/cavallo/OIP-fMRROQfmER4lRfgK_qGpIQHaKu.jpeg,OIP-fMRROQfmER4lRfgK_qGpIQHaKu.jpeg,jpeg,horse,208,300,RGB,3
6660,./data/raw-img/cavallo/OIP-fMotJcp28N4AdrsF_ik4XgHaEK.jpeg,OIP-fMotJcp28N4AdrsF_ik4XgHaEK.jpeg,jpeg,horse,300,169,RGB,3
6661,./data/raw-img/cavallo/OIP-fOg5lw-PyF5EBqyQ7Bq1aAHaGJ.jpeg,OIP-fOg5lw-PyF5EBqyQ7Bq1aAHaGJ.jpeg,jpeg,horse,300,249,RGB,3
6662,./data/raw-img/cavallo/OIP-fPI2jIGkPdBphQZ-z38cQQHaHa.jpeg,OIP-fPI2jIGkPdBphQZ-z38cQQHaHa.jpeg,jpeg,horse,300,300,RGB,3
6663,./data/raw-img/cavallo/OIP-fRNlg7TXqXZNmCtOLIqscgHaEK.jpeg,OIP-fRNlg7TXqXZNmCtOLIqscgHaEK.jpeg,jpeg,horse,300,169,RGB,3
6664,./data/raw-img/cavallo/OIP-fSj3R03ZD7Y--Py9L_V-pQHaEK.jpeg,OIP-fSj3R03ZD7Y--Py9L_V-pQHaEK.jpeg,jpeg,horse,300,169,RGB,3
6665,./data/raw-img/cavallo/OIP-fSyEEt3OIK7iDqwLP6ywIQHaJd.jpeg,OIP-fSyEEt3OIK7iDqwLP6ywIQHaJd.jpeg,jpeg,horse,236,300,RGB,3
6666,./data/raw-img/cavallo/OIP-fVK0WNvTbadfx3iu_h3-UwHaGG.jpeg,OIP-fVK0WNvTbadfx3iu_h3-UwHaGG.jpeg,jpeg,horse,300,247,RGB,3
6667,./data/raw-img/cavallo/OIP-fYRRjv8buSYASCeglKvHmwHaJh.jpeg,OIP-fYRRjv8buSYASCeglKvHmwHaJh.jpeg,jpeg,horse,234,300,RGB,3
6668,./data/raw-img/cavallo/OIP-fZF7Buj1gLfkbYDmX6BkTgHaFj.jpeg,OIP-fZF7Buj1gLfkbYDmX6BkTgHaFj.jpeg,jpeg,horse,300,225,RGB,3
6669,./data/raw-img/cavallo/OIP-fZ_Aqkdhh1PFfonGwitz3QHaEK.jpeg,OIP-fZ_Aqkdhh1PFfonGwitz3QHaEK.jpeg,jpeg,horse,300,169,RGB,3
6670,./data/raw-img/cavallo/OIP-fakbNeihi2yFg9GERI4d6gHaFS.jpeg,OIP-fakbNeihi2yFg9GERI4d6gHaFS.jpeg,jpeg,horse,300,214,RGB,3
6671,./data/raw-img/cavallo/OIP-fbIzoe9-zhjGFINt0u2SiwHaFS.jpeg,OIP-fbIzoe9-zhjGFINt0u2SiwHaFS.jpeg,jpeg,horse,300,214,RGB,3
6672,./data/raw-img/cavallo/OIP-fgOI6iKIeSqhmK1fqqLuXAHaFj.jpeg,OIP-fgOI6iKIeSqhmK1fqqLuXAHaFj.jpeg,jpeg,horse,300,225,RGB,3
6673,./data/raw-img/cavallo/OIP-fjC38T2i1_WAXuKtbAXRpQHaI1.jpeg,OIP-fjC38T2i1_WAXuKtbAXRpQHaI1.jpeg,jpeg,horse,252,300,RGB,3
6674,./data/raw-img/cavallo/OIP-fkJQkNJVv9pEkeJocNGhlgAAAA.jpeg,OIP-fkJQkNJVv9pEkeJocNGhlgAAAA.jpeg,jpeg,horse,300,283,RGB,3
6675,./data/raw-img/cavallo/OIP-fpfOlgy56YrbjVgm3h3IjwHaHU.jpeg,OIP-fpfOlgy56YrbjVgm3h3IjwHaHU.jpeg,jpeg,horse,300,297,RGB,3
6676,./data/raw-img/cavallo/OIP-fsz0lhah74EOvb39imhWkQHaLa.jpeg,OIP-fsz0lhah74EOvb39imhWkQHaLa.jpeg,jpeg,horse,195,300,RGB,3
6677,./data/raw-img/cavallo/OIP-fu7ZL247H3tdsjv7PcBGqAHaGw.jpeg,OIP-fu7ZL247H3tdsjv7PcBGqAHaGw.jpeg,jpeg,horse,300,274,RGB,3
6678,./data/raw-img/cavallo/OIP-fuKsD5Ji0hfOVPQCZhYJfQHaId.jpeg,OIP-fuKsD5Ji0hfOVPQCZhYJfQHaId.jpeg,jpeg,horse,263,300,RGB,3
6679,./data/raw-img/cavallo/OIP-fuWuYUDCQ7a3canAakFX5gHaF7.jpeg,OIP-fuWuYUDCQ7a3canAakFX5gHaF7.jpeg,jpeg,horse,300,240,RGB,3
